[2023-04-11 01:20:05,384][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 01:20:05,384][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 01:20:05,434][worker-0][INFO] Initialized application
[2023-04-11 01:20:05,434][worker-0][INFO] Initialized application
[2023-04-11 01:20:05,434][worker-0][INFO] Initialized application
[2023-04-11 01:20:05,434][worker-0][INFO] Initialized application
[2023-04-11 01:20:05,434][worker-0][INFO] Initialized application
[2023-04-11 01:20:05,434][worker-0][INFO] Initialized application
[2023-04-11 01:20:05,434][worker-0][INFO] Initialized application
[2023-04-11 01:20:05,434][worker-0][INFO] Initialized application
[2023-04-11 01:20:05,434][worker-0][INFO] Initialized application
[2023-04-11 01:20:05,434][worker-0][INFO] Initialized application
[2023-04-11 01:20:05,434][worker-0][INFO] Initialized application
[2023-04-11 01:20:05,434][worker-0][INFO] Initialized application
[2023-04-11 01:20:05,434][worker-0][INFO] Initialized application
[2023-04-11 01:20:05,439][worker-0][INFO] Initialized Seeds
[2023-04-11 01:20:05,439][worker-0][INFO] Initialized Seeds
[2023-04-11 01:20:05,439][worker-0][INFO] Initialized Seeds
[2023-04-11 01:20:05,439][worker-0][INFO] Initialized Seeds
[2023-04-11 01:20:05,439][worker-0][INFO] Initialized Seeds
[2023-04-11 01:20:05,439][worker-0][INFO] Initialized Seeds
[2023-04-11 01:20:05,439][worker-0][INFO] Initialized Seeds
[2023-04-11 01:20:05,439][worker-0][INFO] Initialized Seeds
[2023-04-11 01:20:05,439][worker-0][INFO] Initialized Seeds
[2023-04-11 01:20:05,439][worker-0][INFO] Initialized Seeds
[2023-04-11 01:20:05,439][worker-0][INFO] Initialized Seeds
[2023-04-11 01:20:05,439][worker-0][INFO] Initialized Seeds
[2023-04-11 01:20:05,439][worker-0][INFO] Initialized Seeds
[2023-04-11 01:20:05,444][worker-0][INFO] Initialized CORS
[2023-04-11 01:20:05,444][worker-0][INFO] Initialized CORS
[2023-04-11 01:20:05,444][worker-0][INFO] Initialized CORS
[2023-04-11 01:20:05,444][worker-0][INFO] Initialized CORS
[2023-04-11 01:20:05,444][worker-0][INFO] Initialized CORS
[2023-04-11 01:20:05,444][worker-0][INFO] Initialized CORS
[2023-04-11 01:20:05,444][worker-0][INFO] Initialized CORS
[2023-04-11 01:20:05,444][worker-0][INFO] Initialized CORS
[2023-04-11 01:20:05,444][worker-0][INFO] Initialized CORS
[2023-04-11 01:20:05,444][worker-0][INFO] Initialized CORS
[2023-04-11 01:20:05,444][worker-0][INFO] Initialized CORS
[2023-04-11 01:20:05,444][worker-0][INFO] Initialized CORS
[2023-04-11 01:20:05,444][worker-0][INFO] Initialized CORS
[2023-04-11 01:20:05,447][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:20:05,447][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:20:05,447][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:20:05,447][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:20:05,447][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:20:05,447][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:20:05,447][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:20:05,447][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:20:05,447][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:20:05,447][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:20:05,447][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:20:05,447][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:20:05,447][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:45:12,128][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 01:45:12,128][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 01:45:12,128][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 01:45:12,128][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 01:45:12,128][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 01:45:12,128][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 01:45:12,128][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 01:45:12,128][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 01:45:12,128][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 01:45:12,128][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 01:45:12,128][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 01:45:12,128][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 01:45:12,128][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 01:45:12,128][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 01:45:12,198][worker-0][INFO] Initialized application
[2023-04-11 01:45:12,198][worker-0][INFO] Initialized application
[2023-04-11 01:45:12,198][worker-0][INFO] Initialized application
[2023-04-11 01:45:12,198][worker-0][INFO] Initialized application
[2023-04-11 01:45:12,198][worker-0][INFO] Initialized application
[2023-04-11 01:45:12,198][worker-0][INFO] Initialized application
[2023-04-11 01:45:12,198][worker-0][INFO] Initialized application
[2023-04-11 01:45:12,198][worker-0][INFO] Initialized application
[2023-04-11 01:45:12,198][worker-0][INFO] Initialized application
[2023-04-11 01:45:12,198][worker-0][INFO] Initialized application
[2023-04-11 01:45:12,198][worker-0][INFO] Initialized application
[2023-04-11 01:45:12,198][worker-0][INFO] Initialized application
[2023-04-11 01:45:12,198][worker-0][INFO] Initialized application
[2023-04-11 01:45:12,198][worker-0][INFO] Initialized application
[2023-04-11 01:45:12,204][worker-0][INFO] Initialized Seeds
[2023-04-11 01:45:12,204][worker-0][INFO] Initialized Seeds
[2023-04-11 01:45:12,204][worker-0][INFO] Initialized Seeds
[2023-04-11 01:45:12,204][worker-0][INFO] Initialized Seeds
[2023-04-11 01:45:12,204][worker-0][INFO] Initialized Seeds
[2023-04-11 01:45:12,204][worker-0][INFO] Initialized Seeds
[2023-04-11 01:45:12,204][worker-0][INFO] Initialized Seeds
[2023-04-11 01:45:12,204][worker-0][INFO] Initialized Seeds
[2023-04-11 01:45:12,204][worker-0][INFO] Initialized Seeds
[2023-04-11 01:45:12,204][worker-0][INFO] Initialized Seeds
[2023-04-11 01:45:12,204][worker-0][INFO] Initialized Seeds
[2023-04-11 01:45:12,204][worker-0][INFO] Initialized Seeds
[2023-04-11 01:45:12,204][worker-0][INFO] Initialized Seeds
[2023-04-11 01:45:12,204][worker-0][INFO] Initialized Seeds
[2023-04-11 01:45:12,210][worker-0][INFO] Initialized CORS
[2023-04-11 01:45:12,210][worker-0][INFO] Initialized CORS
[2023-04-11 01:45:12,210][worker-0][INFO] Initialized CORS
[2023-04-11 01:45:12,210][worker-0][INFO] Initialized CORS
[2023-04-11 01:45:12,210][worker-0][INFO] Initialized CORS
[2023-04-11 01:45:12,210][worker-0][INFO] Initialized CORS
[2023-04-11 01:45:12,210][worker-0][INFO] Initialized CORS
[2023-04-11 01:45:12,210][worker-0][INFO] Initialized CORS
[2023-04-11 01:45:12,210][worker-0][INFO] Initialized CORS
[2023-04-11 01:45:12,210][worker-0][INFO] Initialized CORS
[2023-04-11 01:45:12,210][worker-0][INFO] Initialized CORS
[2023-04-11 01:45:12,210][worker-0][INFO] Initialized CORS
[2023-04-11 01:45:12,210][worker-0][INFO] Initialized CORS
[2023-04-11 01:45:12,210][worker-0][INFO] Initialized CORS
[2023-04-11 01:45:12,215][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:45:12,215][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:45:12,215][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:45:12,215][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:45:12,215][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:45:12,215][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:45:12,215][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:45:12,215][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:45:12,215][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:45:12,215][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:45:12,215][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:45:12,215][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:45:12,215][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 01:45:12,215][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 02:50:44,071][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 02:50:44,071][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 02:50:44,071][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 02:50:44,071][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 02:50:44,071][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 02:50:44,071][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 02:50:44,071][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 02:50:44,071][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 02:50:44,071][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 02:50:44,071][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 02:50:44,071][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 02:50:44,071][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 02:50:44,071][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 02:50:44,071][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 02:50:44,071][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 02:50:44,093][worker-0][INFO] Initialized application
[2023-04-11 02:50:44,093][worker-0][INFO] Initialized application
[2023-04-11 02:50:44,093][worker-0][INFO] Initialized application
[2023-04-11 02:50:44,093][worker-0][INFO] Initialized application
[2023-04-11 02:50:44,093][worker-0][INFO] Initialized application
[2023-04-11 02:50:44,093][worker-0][INFO] Initialized application
[2023-04-11 02:50:44,093][worker-0][INFO] Initialized application
[2023-04-11 02:50:44,093][worker-0][INFO] Initialized application
[2023-04-11 02:50:44,093][worker-0][INFO] Initialized application
[2023-04-11 02:50:44,093][worker-0][INFO] Initialized application
[2023-04-11 02:50:44,093][worker-0][INFO] Initialized application
[2023-04-11 02:50:44,093][worker-0][INFO] Initialized application
[2023-04-11 02:50:44,093][worker-0][INFO] Initialized application
[2023-04-11 02:50:44,093][worker-0][INFO] Initialized application
[2023-04-11 02:50:44,093][worker-0][INFO] Initialized application
[2023-04-11 02:50:44,095][worker-0][INFO] Initialized Seeds
[2023-04-11 02:50:44,095][worker-0][INFO] Initialized Seeds
[2023-04-11 02:50:44,095][worker-0][INFO] Initialized Seeds
[2023-04-11 02:50:44,095][worker-0][INFO] Initialized Seeds
[2023-04-11 02:50:44,095][worker-0][INFO] Initialized Seeds
[2023-04-11 02:50:44,095][worker-0][INFO] Initialized Seeds
[2023-04-11 02:50:44,095][worker-0][INFO] Initialized Seeds
[2023-04-11 02:50:44,095][worker-0][INFO] Initialized Seeds
[2023-04-11 02:50:44,095][worker-0][INFO] Initialized Seeds
[2023-04-11 02:50:44,095][worker-0][INFO] Initialized Seeds
[2023-04-11 02:50:44,095][worker-0][INFO] Initialized Seeds
[2023-04-11 02:50:44,095][worker-0][INFO] Initialized Seeds
[2023-04-11 02:50:44,095][worker-0][INFO] Initialized Seeds
[2023-04-11 02:50:44,095][worker-0][INFO] Initialized Seeds
[2023-04-11 02:50:44,095][worker-0][INFO] Initialized Seeds
[2023-04-11 02:50:44,097][worker-0][INFO] Initialized CORS
[2023-04-11 02:50:44,097][worker-0][INFO] Initialized CORS
[2023-04-11 02:50:44,097][worker-0][INFO] Initialized CORS
[2023-04-11 02:50:44,097][worker-0][INFO] Initialized CORS
[2023-04-11 02:50:44,097][worker-0][INFO] Initialized CORS
[2023-04-11 02:50:44,097][worker-0][INFO] Initialized CORS
[2023-04-11 02:50:44,097][worker-0][INFO] Initialized CORS
[2023-04-11 02:50:44,097][worker-0][INFO] Initialized CORS
[2023-04-11 02:50:44,097][worker-0][INFO] Initialized CORS
[2023-04-11 02:50:44,097][worker-0][INFO] Initialized CORS
[2023-04-11 02:50:44,097][worker-0][INFO] Initialized CORS
[2023-04-11 02:50:44,097][worker-0][INFO] Initialized CORS
[2023-04-11 02:50:44,097][worker-0][INFO] Initialized CORS
[2023-04-11 02:50:44,097][worker-0][INFO] Initialized CORS
[2023-04-11 02:50:44,097][worker-0][INFO] Initialized CORS
[2023-04-11 02:50:44,099][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 02:50:44,099][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 02:50:44,099][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 02:50:44,099][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 02:50:44,099][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 02:50:44,099][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 02:50:44,099][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 02:50:44,099][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 02:50:44,099][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 02:50:44,099][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 02:50:44,099][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 02:50:44,099][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 02:50:44,099][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 02:50:44,099][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 02:50:44,099][worker-0][INFO] App Initialization is finished successfully
[2023-04-11 02:52:14,788][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 02:52:14,788][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 02:52:14,788][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 02:52:14,788][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 02:52:14,788][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 02:52:14,788][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 02:52:14,788][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 02:52:14,788][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 02:52:14,788][worker-0][INFO] Initialized logger with level 10 for worker 0
